task,unit,n_windows,n_errors,signal,eaurc,capture@0.05,capture@0.1,capture@0.2
sen1floods11,chip24,256,14,disagreement (selected partner),0.03102592303708624,0.4400921658986175,0.4700460829493088,0.5276497695852534
sen1floods11,chip24,256,14,weighted disagreement (selected partner),0.031056805157508464,0.4400921658986175,0.4700460829493088,0.5276497695852534
sen1floods11,chip24,256,14,accuracy-weighted vote (all outside partners),0.02768846854686229,0.5020491803278688,0.5286885245901639,0.5799180327868853
sen1floods11,chip24,256,14,"weighted disagreement (olmoearth_nano, same family)",0.03496342428106151,0.37010368663594473,0.40380184331797236,0.46860599078341014
sen1floods11,chip24,256,14,"weighted disagreement (olmoearth_tiny, same family)",0.03176837555187816,0.4309133489461358,0.46135831381733017,0.5199063231850117
sen1floods11,chip24,256,14,"weighted disagreement (olmoearth_large, same family)",0.04249404432408494,0.23628571428571427,0.27714285714285714,0.35571428571428576
sen1floods11,chip24,256,14,weighted disagreement (galileo_base),0.03141883944949671,0.4355400696864112,0.4657375145180023,0.5238095238095238
sen1floods11,chip24,256,14,weighted disagreement (panopticon),0.042665735512088826,0.2332185886402754,0.2742398164084911,0.35312679288582904
sen1floods11,chip24,256,14,combination conf+weighted disagreement (U+),0.001054197824081873,0.6428571428571429,0.9285714285714286,1.0
sen1floods11,chip25,256,3,confidence (OlmoEarth),0.0009683793414028092,0.3333333333333333,0.6666666666666666,1.0
sen1floods11,chip25,256,3,constant score,0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,disagreement (selected partner),0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,weighted disagreement (selected partner),0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,accuracy-weighted vote (all outside partners),0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,"weighted disagreement (olmoearth_nano, same family)",0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,"weighted disagreement (olmoearth_tiny, same family)",0.011626957440902665,0.05078125,0.1015625,0.19921875
