arm,signal,n,n_errors,error_rate_naive,error_rate_weighted,excess_aurc_naive,excess_aurc_weighted,capture_05_naive,capture_10_naive,capture_20_naive,capture_05_weighted,capture_10_weighted,capture_20_weighted
matched_photo,ctl_polygon_area,2264,1431,0.6320671378091873,0.6087074022911618,0.288524781534493,0.26015366126414696,0.05241090146750524,0.10761705101327743,0.206848357791754,0.05063875321818117,0.10979393757524683,0.2053367736391171
matched_photo,ctl_window_impurity,2264,1431,0.6320671378091873,0.6087074022911618,0.3450944606124252,0.324980470506232,0.04058987571595577,0.08117975143191154,0.1627187053037873,0.038904792893379385,0.07780958578675877,0.15561917157351754
matched_highpurity_field,margin,1455,385,0.2646048109965636,0.30685431819533876,0.08066341394409354,0.09901947263233259,0.12467532467532468,0.22857142857142856,0.412987012987013,0.1063600195128928,0.1989189899866642,0.36845494600046286
matched_highpurity_field,one_minus_top1,1455,385,0.2646048109965636,0.30685431819533876,0.10808226659498982,0.14045033159191095,0.11428571428571428,0.21298701298701297,0.38441558441558443,0.11077258224526315,0.19168133107860177,0.35623093121601684
matched_highpurity_field,entropy,1455,385,0.2646048109965636,0.30685431819533876,0.15533285977044603,0.21300201795564155,0.1038961038961039,0.2077922077922078,0.34545454545454546,0.09565683410895776,0.19873888073007856,0.32084897016090236
matched_highpurity_field,boundary_first,1455,385,0.2646048109965636,0.30685431819533876,0.0903469008141812,0.11299321695028976,0.12987012987012986,0.23116883116883116,0.41818181818181815,0.10774990699847659,0.198159672924828,0.3737060919676034
matched_highpurity_field,boundary_only,1455,385,0.2646048109965636,0.30685431819533876,0.13213313706035257,0.15961955064047312,0.14187590187590188,0.23697478991596638,0.3993031358885018,0.12273605979559746,0.2091361133841274,0.3628631874098977
matched_highpurity_field,ctl_pixel_variance,1455,385,0.2646048109965636,0.30685431819533876,0.23099265400694716,0.2590605759406206,0.06753246753246753,0.13246753246753246,0.21298701298701297,0.07595091114514754,0.1295264616012085,0.22428321181434963
matched_highpurity_field,ctl_class_rarity,1455,385,0.2646048109965636,0.30685431819533876,0.2658349837437068,0.41615288250899735,0.08308225108225109,0.1343970315398887,0.22048237476808905,0.12065806542117202,0.1516519780577531,0.21363980333091517
matched_highpurity_field,ctl_polygon_area,1455,385,0.2646048109965636,0.30685431819533876,0.2057631512399868,0.2200836623998193,0.07272727272727272,0.11688311688311688,0.21298701298701297,0.058695613015371566,0.11668731524124569,0.20209426477051665
matched_highpurity_field,ctl_window_impurity,1455,385,0.2646048109965636,0.30685431819533876,0.2100147139246888,0.24270247575687998,0.05636363636363636,0.11168831168831168,0.23030303030303031,0.05432413617357222,0.1054821970833011,0.2261316273220327
matched_highpurity_photo,margin,204,91,0.44607843137254904,0.385384252811946,0.2043591122680868,0.14194597456600277,0.06593406593406594,0.14285714285714285,0.26373626373626374,0.07879487958897856,0.1775850560233516,0.3384627650762374
matched_highpurity_photo,one_minus_top1,204,91,0.44607843137254904,0.385384252811946,0.20558305014619008,0.1449474141731854,0.07692307692307693,0.15384615384615385,0.2967032967032967,0.096575099963744,0.195396584536652,0.36394151145786235
matched_highpurity_photo,entropy,204,91,0.44607843137254904,0.385384252811946,0.22327930018849626,0.17004361825801712,0.07692307692307693,0.14285714285714285,0.3076923076923077,0.11110846700677939,0.18993465473429286,0.3439462146124678
matched_highpurity_photo,boundary_first,204,91,0.44607843137254904,0.385384252811946,0.16643934276217912,0.11442946276979497,0.06593406593406594,0.14285714285714285,0.27472527472527475,0.07879487958897854,0.17758505602335156,0.35845806192163193
matched_highpurity_photo,boundary_only,204,91,0.44607843137254904,0.385384252811946,0.16377984098618134,0.13076194872653918,0.0967032967032967,0.16131868131868132,0.2905494505494505,0.1164078883915382,0.18623179147856803,0.30666240345138857
matched_highpurity_photo,ctl_pixel_variance,204,91,0.44607843137254904,0.385384252811946,0.19944192955974574,0.17807165065081199,0.04395604395604396,0.13186813186813187,0.2967032967032967,0.06766289680917191,0.17394347607531635,0.31632479644194744
matched_highpurity_photo,ctl_class_rarity,204,91,0.44607843137254904,0.385384252811946,0.22817154028973954,0.1001675787278221,0.08791208791208792,0.17182817182817184,0.32728141423793594,0.11508068636004519,0.2315256608672043,0.4363484921726441
matched_highpurity_photo,ctl_polygon_area,204,91,0.44607843137254904,0.385384252811946,0.23376602347055683,0.19282248559998078,0.07692307692307693,0.12087912087912088,0.24175824175824176,0.07460214820016717,0.16022208042065772,0.2878694474995772
matched_highpurity_photo,ctl_window_impurity,204,91,0.44607843137254904,0.385384252811946,0.2624813183202087,0.21451310701846021,0.06593406593406594,0.11813186813186813,0.27472527472527475,0.08360491079919442,0.14426682107325647,0.319247078958092
