part,unit,n_patches,n_errors,signal,aurc,capture@0.05,capture_stable@0.05,gain_vs_confidence@0.05,capture@0.1,capture_stable@0.1,gain_vs_confidence@0.1,capture@0.2,capture_stable@0.2,gain_vs_confidence@0.2,W/L@0.05,W/L@0.1,W/L@0.2
B,bolivia/tile46,31,18,boundary indicator,0.6117977236016106,0.09259259259259259,,0.037037037037037035,0.12962962962962962,,0.018518518518518517,0.2222222222222222,,0.0,,,
B,bolivia/tile46,31,18,control NDWI gradient,0.7538127081078325,0.0,,-0.05555555555555555,0.0,,-0.1111111111111111,0.1111111111111111,,-0.1111111111111111,,,
B,bolivia/tile46,31,18,constant score,0.5806451612903227,0.06451612903225806,,0.00896057347670251,0.0967741935483871,,-0.01433691756272401,0.1935483870967742,,-0.02867383512544802,,,
B,bolivia/tile46,31,18,control S2 patch variance,0.33033734116461183,0.05555555555555555,,0.0,0.1111111111111111,,0.0,0.2777777777777778,,0.05555555555555558,,,
B,bolivia/tile46,31,18,control NDWI level,0.2839141092501352,0.1111111111111111,,0.05555555555555555,0.16666666666666666,,0.05555555555555555,0.3333333333333333,,0.1111111111111111,,,
B,bolivia/tile49,225,6,confidence (baseline),0.0006609253584262273,1.0,,0.0,1.0,,0.0,1.0,,0.0,,,
B,bolivia/tile49,225,6,tile-phase (aligned),0.0008033173622702197,0.8333333333333334,,-0.16666666666666663,1.0,,0.0,1.0,,0.0,,,
B,bolivia/tile49,225,6,boundary indicator,0.013891709736315379,0.5114155251141552,,-0.4885844748858448,0.5365296803652968,,-0.4634703196347032,0.589041095890411,,-0.410958904109589,,,
B,bolivia/tile49,225,6,control NDWI gradient,0.00279831615493365,0.3333333333333333,,-0.6666666666666667,0.5,,-0.5,1.0,,0.0,,,
B,bolivia/tile49,225,6,constant score,0.02666666666666667,0.04888888888888889,,-0.9511111111111111,0.09777777777777778,,-0.9022222222222223,0.19999999999999998,,-0.8,,,
B,bolivia/tile49,225,6,control S2 patch variance,0.0011687859538519257,0.6666666666666666,,-0.33333333333333337,0.8333333333333334,,-0.16666666666666663,1.0,,0.0,,,
B,bolivia/tile49,225,6,control NDWI level,0.0007630669237445625,1.0,,0.0,1.0,,0.0,1.0,,0.0,,,
B,bolivia/tile50,225,11,confidence (baseline),0.005787808424956038,0.36363636363636365,,0.0,0.45454545454545453,,0.0,0.8181818181818182,,0.0,,,
B,bolivia/tile50,225,11,tile-phase (aligned),0.005644184587482075,0.5454545454545454,,0.18181818181818177,0.6363636363636364,,0.18181818181818182,0.7272727272727273,,-0.09090909090909094,,,
B,bolivia/tile50,225,11,boundary indicator,0.021880251190669907,0.38636363636363635,,0.022727272727272707,0.5702479338842975,,0.11570247933884298,0.6643356643356643,,-0.15384615384615397,,,
B,bolivia/tile50,225,11,control NDWI gradient,0.037999810983812915,0.09090909090909091,,-0.2727272727272727,0.09090909090909091,,-0.36363636363636365,0.18181818181818182,,-0.6363636363636365,,,
B,bolivia/tile50,225,11,constant score,0.04888888888888887,0.04888888888888889,,-0.3147474747474748,0.09777777777777778,,-0.35676767676767673,0.2,,-0.6181818181818182,,,
B,bolivia/tile50,225,11,control S2 patch variance,0.015307025497859209,0.09090909090909091,,-0.2727272727272727,0.18181818181818182,,-0.2727272727272727,0.5454545454545454,,-0.2727272727272728,,,
B,bolivia/tile50,225,11,control NDWI level,0.0048463547703086795,0.45454545454545453,,0.09090909090909088,0.7272727272727273,,0.27272727272727276,0.7272727272727273,,-0.09090909090909094,,,
B,bolivia/tile51,225,23,confidence (baseline),0.013661620553255647,0.21739130434782608,,0.0,0.43478260869565216,,0.0,0.8260869565217391,,0.0,,,
