part,unit,n_patches,n_errors,signal,aurc,eaurc,mean_value,gain_vs_confidence,gain_vs_tile-phase,gain_vs_boundary,gain_vs_control,identity_max_abs_dp,spearman_vs_confidence,spearman_vs_tile-phase,spearman_vs_boundary,spearman_vs_control,head_acc,n_tiles_scored,W/L_vs_confidence,sign_p_vs_confidence,W/L_vs_tile-phase,sign_p_vs_tile-phase,W/L_vs_boundary,sign_p_vs_boundary,W/L_vs_control,sign_p_vs_control
A,cuando_20,1024,49,confidence (baseline),0.0034888486792538816,0.0023018940301927785,-11.007868766784668,0.0,-0.001014806102845183,0.0009136822816946458,0.005746448130515675,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,tile-phase (aligned),0.0024740425764086986,0.0012870879273475955,0.044724094290610236,0.001014806102845183,0.0,0.0019284883845398287,0.006761254233360858,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,boundary indicator,0.004402530960948527,0.0032155763118874242,0.089111328125,-0.0009136822816946458,-0.0019284883845398287,0.0,0.004832765848821029,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,control NDWI gradient,0.009235296809769557,0.008048342160708453,0.027005727284564577,-0.005746448130515675,-0.006761254233360858,-0.004832765848821029,0.0,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,constant score,0.0478515625,0.0466646078509389,0.0,-0.04436271382074612,-0.045377519923591306,-0.043449031539051476,-0.038616265690230446,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,control S2 patch variance,0.01356968040577312,0.012382725756712017,81.56912360161513,-0.010080831726519239,-0.011095637829364421,-0.009167149444824593,-0.004334383596003563,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,control NDWI level,0.0145981085701191,0.013411153921057996,-0.19716515467440648,-0.011109259890865218,-0.0121240659937104,-0.010195577609170572,-0.005362811760349542,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_20,1024,49,dihedral consistency (8 transforms),0.0033255874575819936,0.0021386328085208905,0.033070191740989685,0.00016326122167188793,-0.000851544881173295,0.0010769435033665337,0.005909709352187563,0.006479978561401367,0.6907465712395396,0.6396527653601317,0.471620282663229,0.46139312951505657,,,,,,,,,,
A,cuando_20,1024,49,"boundary first, then confidence",0.0031352438888142173,0.0019482892397531142,1.025390625,0.00035360479043966423,-0.0006612013124055187,0.00126728707213431,0.00610005292095534,0.006479978561401367,0.8640719994993209,0.8891520188112444,0.7604096369797041,0.48983635156641187,,,,,,,,,,
A,cuando_20,1024,49,combination conf+dihedral (prereg),0.002958865735714072,0.0017719110866529688,0.5,0.0005299829435398097,-0.00048482315930537326,0.0014436652252344554,0.006276431074055485,0.006479978561401367,,,,,,,,,,,,,,
A,cuando_50,1024,168,confidence (baseline),0.053649177945038526,0.03930779287575223,-7.855080604553223,0.0,-0.025962827685756706,-0.024570397073428007,-0.02206391183576947,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,tile-phase (aligned),0.027686350259281824,0.013344965189995523,0.07388153277105558,0.025962827685756706,0.0,0.0013924306123286982,0.003898915849987236,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,boundary indicator,0.029078780871610522,0.014737395802324221,0.169189453125,0.024570397073428007,-0.0013924306123286982,0.0,0.002506485237658538,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,control NDWI gradient,0.03158526610926906,0.01724388103998276,0.023217963458822988,0.02206391183576947,-0.003898915849987236,-0.002506485237658538,0.0,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,constant score,0.1640625,0.1497211149307137,0.0,-0.11041332205496146,-0.13637614974071816,-0.13498371912838947,-0.13247723389073093,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,control S2 patch variance,0.04123510932147027,0.026893724252183972,69.87776360528892,0.012414068623568256,-0.01354875906218845,-0.012156328449859751,-0.009649843212201213,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,control NDWI level,0.03327961197869088,0.01893822690940458,-0.27251273935858955,0.02036956596634765,-0.005593261719409055,-0.004200831107080357,-0.0016943458694218191,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_50,1024,168,dihedral consistency (8 transforms),0.029587206822805454,0.015245821753519153,0.0742492824792862,0.024061971122233076,-0.00190085656352363,-0.0005084259511949317,0.0019980592864636063,0.01342785358428955,0.5929827645554681,0.5890881598240468,0.5508283835174762,0.59430040099063,,,,,,,,,,
A,cuando_50,1024,168,"boundary first, then confidence",0.03318823445674272,0.018846849387456416,1.373046875,0.020460943488295812,-0.005501884197460893,-0.004109453585132195,-0.0016029683474736572,0.01342785358428955,0.846597860489235,0.8842076747013806,0.8481381689739376,0.6950137686860741,,,,,,,,,,
A,cuando_50,1024,168,combination conf+dihedral (prereg),0.032933824189188485,0.018592439119902184,0.5,0.020715353755850045,-0.005247473929906661,-0.003855043317577963,-0.001348558079919425,0.01342785358428955,,,,,,,,,,,,,,
A,cuando_80,1024,61,confidence (baseline),0.007179925640351724,0.005340216731363208,-9.199139595031738,0.0,-0.0021581087379844107,-0.00020214986842663311,0.0020931413584298463,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,tile-phase (aligned),0.005021816902367314,0.003182107993378797,0.04882505329683659,0.0021581087379844107,0.0,0.0019559588695577776,0.004251250096414257,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,boundary indicator,0.006977775771925091,0.005138066862936575,0.105712890625,0.00020214986842663311,-0.0019559588695577776,0.0,0.0022952912268564794,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,control NDWI gradient,0.009273066998781571,0.007433358089793054,0.025855013054160277,-0.0020931413584298463,-0.004251250096414257,-0.0022952912268564794,0.0,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,constant score,0.0595703125,0.05773060359101148,0.0,-0.05239038685964827,-0.05454849559763268,-0.05259253672807491,-0.050297245501218425,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,control S2 patch variance,0.011358400573670251,0.009518691664681734,65.70832686405066,-0.004178474933318526,-0.006336583671302937,-0.0043806248017451595,-0.00208533357488868,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,control NDWI level,0.019792745793629697,0.017953036884641182,-0.19652466199846824,-0.012612820153277974,-0.014770928891262384,-0.012814970021704607,-0.010519678794848128,0.00441625714302063,,,,,,,,,,,,,,
A,cuando_80,1024,61,dihedral consistency (8 transforms),0.006873990451235421,0.005034281542246905,0.06432699412107468,0.0003059351891163027,-0.001852173548868108,0.0001037853206896696,0.002399076547546149,0.00441625714302063,0.6691127914669911,0.6012994309241115,0.4271959090667879,0.26631817287747656,,,,,,,,,,
A,cuando_80,1024,61,"boundary first, then confidence",0.005273113170838695,0.0034334042618501784,1.111328125,0.0019068124695130295,-0.0002512962684713812,0.0017046626010863964,0.003999953827942876,0.00441625714302063,0.8952756307667551,0.9099019092876046,0.7976322013896332,0.4248456275481009,,,,,,,,,,
A,cuando_80,1024,61,combination conf+dihedral (prereg),0.0054335585446024254,0.003593849635613909,0.5,0.001746367095749299,-0.00041174164223511164,0.001544217227322666,0.0038395084541791454,0.00441625714302063,,,,,,,,,,,,,,
A,delta,1024,29,confidence (baseline),0.02335829384562752,0.02293960987981063,-11.053823471069336,0.0,-0.02250326409235948,-0.022935674756807953,-0.02288752594451045,0.0031213760375976562,,,,,,,,,,,,,,
A,delta,1024,29,tile-phase (aligned),0.00085502975326804,0.00043634578745114984,0.02111836928675026,0.02250326409235948,0.0,-0.0004324106644484713,-0.0003842618521509693,0.0031213760375976562,,,,,,,,,,,,,,
A,delta,1024,29,boundary indicator,0.00042261908881956867,3.9351230026785674e-06,0.039794921875,0.022935674756807953,0.0004324106644484713,0.0,4.814881229750197e-05,0.0031213760375976562,,,,,,,,,,,,,,
A,delta,1024,29,control NDWI gradient,0.00047076790111707064,5.2083935300180535e-05,0.02472622108083688,0.02288752594451045,0.0003842618521509693,-4.814881229750197e-05,0.0,0.0031213760375976562,,,,,,,,,,,,,,
A,delta,1024,29,constant score,0.0283203125,0.02790162853418311,0.0,-0.004962018654372478,-0.027465282746731958,-0.02789769341118043,-0.02784954459888293,0.0031213760375976562,,,,,,,,,,,,,,
A,delta,1024,29,control S2 patch variance,0.0008827676116018913,0.0004640836457850012,67.07921421441236,0.022475526234025628,-2.7737858333851378e-05,-0.00046014852278232265,-0.0004119997104848207,0.0031213760375976562,,,,,,,,,,,,,,
A,delta,1024,29,control NDWI level,0.0007124480195372512,0.00029376405372036113,-0.46273140906961513,0.02264584582609027,0.00014258173373078871,-0.00028982893071768256,-0.0002416801184201806,0.0031213760375976562,,,,,,,,,,,,,,
