part,unit,n_patches,n_errors,signal,aurc,eaurc,mean_value,head_acc,n_tiles_scored,gain_vs_confidence,gain_vs_tile-phase,gain_vs_boundary,gain_vs_control,W/L_vs_confidence,sign_p_vs_confidence,spearman_vs_confidence,W/L_vs_tile-phase,sign_p_vs_tile-phase,spearman_vs_tile-phase,W/L_vs_boundary,sign_p_vs_boundary,spearman_vs_boundary,W/L_vs_control,sign_p_vs_control,spearman_vs_control
B,test/tile7,225,10,constant score,0.04444444444444444,0.04334320840700173,0.0,,,-0.03937094440967879,-0.037210818729638766,-0.04193033989222128,-0.011402662725812931,,,,,,,,,,,,
B,test/tile7,225,10,control S2 patch variance,0.0352134772928378,0.034112241255395095,125.92918001670327,,,-0.030139977258072152,-0.02797985157803213,-0.03269937274061464,-0.002171695574206295,,,,,,,,,,,,
B,test/tile7,225,10,control NDWI level,0.009943588329791161,0.008842352292348452,-0.2687268988868775,,,-0.004870088295025509,-0.002709962614985485,-0.007429483777568,0.02309819338884035,,,,,,,,,,,,
B,test/tile7,225,10,contradiction (pixel-statistics neighbours),0.004616271459746419,0.003515035422303711,0.10513888888888889,,,0.0004572285750192324,0.0026173542550592564,-0.0021021669075232587,0.028425510258885088,,,0.6860271540074612,,,0.6760696158220488,,,0.5207213229330767,,,0.20351333925413978
B,test/tile7,225,10,contradiction (OlmoEarth neighbours),0.025082486026647415,0.023981249989204707,0.23819444444444443,,,-0.020008985991881764,-0.01784886031184174,-0.022568381474424255,0.007959295691984093,,,0.4036870263034615,,,0.33015107572390645,,,0.16126996104154892,,,-0.2001073799518154
B,test/tile7,225,10,combination conf+pixel contradiction (secondary),0.003832078948573669,0.002730842911130961,0.5000000000000001,,,0.0012414210861919823,0.0034015467662320063,-0.0013179743963505088,0.02920970277005784,,,0.9621143323121486,,,0.8267921972041047,,,0.5409832276265968,,,0.1110627076755682
B,test/tile8,225,8,confidence (baseline),0.0016203090505638247,0.0009016895177780761,-6.168302629788717,,,0.0,0.0031194683637254545,0.007224818816770175,0.022965531374224964,,,,,,,,,,,,
B,test/tile8,225,8,tile-phase (aligned),0.00473977741428928,0.004021157881503531,0.04864290740027274,,,-0.0031194683637254545,0.0,0.0041053504530447205,0.019846063010499508,,,,,,,,,,,,
B,test/tile8,225,8,boundary indicator,0.008845127867334,0.008126508334548251,0.10111111111111111,,,-0.007224818816770175,-0.0041053504530447205,0.0,0.015740712557454788,,,,,,,,,,,,
B,test/tile8,225,8,control NDWI gradient,0.02458584042478879,0.02386722089200304,0.04827088441066154,,,-0.022965531374224964,-0.019846063010499508,-0.015740712557454788,0.0,,,,,,,,,,,,
B,test/tile8,225,8,constant score,0.035555555555555556,0.034836936022769806,0.0,,,-0.03393524650499173,-0.030815778141266275,-0.026710427688221555,-0.010969715130766767,,,,,,,,,,,,
B,test/tile8,225,8,control S2 patch variance,0.03078233079932104,0.03006371126653529,123.1884100195314,,,-0.029162021748757216,-0.02604255338503176,-0.02193720293198704,-0.006196490374532251,,,,,,,,,,,,
B,test/tile8,225,8,control NDWI level,0.003930051926831876,0.0032114323940461275,-0.27726032926439104,,,-0.0023097428762680512,0.0008097254874574033,0.004915075940502124,0.020655788497956913,,,,,,,,,,,,
