part,unit,n_patches,n_errors,signal,aurc,eaurc,mean_value,head_acc,n_tiles_scored,gain_vs_confidence,gain_vs_tile-phase,gain_vs_boundary,gain_vs_control,W/L_vs_confidence,sign_p_vs_confidence,spearman_vs_confidence,W/L_vs_tile-phase,sign_p_vs_tile-phase,spearman_vs_tile-phase,W/L_vs_boundary,sign_p_vs_boundary,spearman_vs_boundary,W/L_vs_control,sign_p_vs_control,spearman_vs_control
B,test/tile63,225,26,control S2 patch variance,0.1255688403089112,0.11836276621455566,132.92863390069775,,,-0.09864674914365018,-0.08915767079691628,-0.0529108912171517,-0.027502237374421784,,,,,,,,,,,,
B,test/tile63,225,26,control NDWI level,0.036267801165478175,0.029061727071122645,-0.16723579175194245,,,-0.009345710000217163,0.00014336834651672986,0.03639014792628131,0.06179880176901123,,,,,,,,,,,,
B,test/tile63,225,26,contradiction (pixel-statistics neighbours),0.03916816331309175,0.03196208921873622,0.14722222222222223,,,-0.012246072147830741,-0.002756993801096848,0.033489785778667736,0.05889843962139765,,,0.5310668880056042,,,0.5610644393174652,,,0.45781559143820016,,,0.21139936075388757
B,test/tile63,225,26,contradiction (OlmoEarth neighbours),0.0765947240736253,0.06938864997926977,0.18680555555555556,,,-0.049672632908364295,-0.0401835545616304,-0.003936774981865815,0.021471878860864102,,,0.6613303923492744,,,0.5250906872182146,,,0.3194237988269078,,,-0.04439212009217939
B,test/tile63,225,26,combination conf+pixel contradiction (secondary),0.022343633103711874,0.015137559009356344,0.5,,,0.004578458061549138,0.014067536408283031,0.050314315988047614,0.07572296983077753,,,0.8931299016826275,,,0.7822087465052449,,,0.5601523635304642,,,0.10215005477059251
B,test/tile64,225,10,confidence (baseline),0.006618122977446323,0.005516886940003615,-4.257239690621694,,,0.0,-0.005248125356583909,-0.0038395361960434455,-0.0023723701951949396,,,,,,,,,,,,
B,test/tile64,225,10,tile-phase (aligned),0.0013699976208624137,0.00026876158341970573,0.0349615443772119,,,0.005248125356583909,0.0,0.001408589160540464,0.0028757551613889697,,,,,,,,,,,,
B,test/tile64,225,10,boundary indicator,0.0027785867814028777,0.0016773507439601697,0.057777777777777775,,,0.0038395361960434455,-0.001408589160540464,0.0,0.001467166000848506,,,,,,,,,,,,
B,test/tile64,225,10,control NDWI gradient,0.004245752782251384,0.0031445167448086756,0.020471095077741967,,,0.0023723701951949396,-0.0028757551613889697,-0.001467166000848506,0.0,,,,,,,,,,,,
B,test/tile64,225,10,constant score,0.04444444444444444,0.04334320840700173,0.0,,,-0.03782632146699812,-0.043074446823582024,-0.04166585766304156,-0.04019869166219306,,,,,,,,,,,,
B,test/tile64,225,10,control S2 patch variance,0.004355268002215548,0.00325403196477284,66.34579074880737,,,0.0022628549752307754,-0.002985270381353134,-0.0015766812208126701,-0.0001095152199641642,,,,,,,,,,,,
B,test/tile64,225,10,control NDWI level,0.0069300921293741395,0.0058288560919314315,-0.07672081852710431,,,-0.0003119691519278163,-0.005560094508511726,-0.004151505347971262,-0.002684339347122756,,,,,,,,,,,,
B,test/tile64,225,10,contradiction (pixel-statistics neighbours),0.001876340552366859,0.000775104514924151,0.09597222222222222,,,0.004741782425079465,-0.0005063429315044453,0.0009022462290360187,0.0023694122298845246,,,0.12384818429564691,,,0.2888349189445803,,,0.3824336062792461,,,0.13699554834332184
B,test/tile64,225,10,contradiction (OlmoEarth neighbours),0.0045834859592041735,0.0034822499217614655,0.18736111111111112,,,0.0020346370182421497,-0.0032134883383417596,-0.0018048991778012958,-0.0003377331769527899,,,0.6810229291024236,,,0.5509309927616829,,,0.11587950085595566,,,-0.2385936124099554
B,test/tile64,225,10,combination conf+pixel contradiction (secondary),0.0017803746482839198,0.0006791386108412117,0.5,,,0.004837748329162403,-0.000410377027421506,0.000998212133118958,0.0024653781339674637,,,0.8751690240040317,,,0.7813510226249626,,,0.36771810933065185,,,-0.05837603159294512
B,test/tile67,127,21,confidence (baseline),0.03316739110001437,0.018024466025495893,-5.20850045145966,,,0.0,0.0025272571443095623,0.011430370964538007,0.024484391256721028,,,,,,,,,,,,
B,test/tile67,127,21,tile-phase (aligned),0.03569464824432393,0.020551723169805455,0.07705720750859978,,,-0.0025272571443095623,0.0,0.008903113820228445,0.021957134112411465,,,,,,,,,,,,
B,test/tile67,127,21,boundary indicator,0.044597762064552376,0.0294548369900339,0.2106299212598425,,,-0.011430370964538007,-0.008903113820228445,0.0,0.01305402029218302,,,,,,,,,,,,
B,test/tile67,127,21,control NDWI gradient,0.0576517823567354,0.04250885728221692,0.04492680736812559,,,-0.024484391256721028,-0.021957134112411465,-0.01305402029218302,0.0,,,,,,,,,,,,
B,test/tile67,127,21,constant score,0.1653543307086615,0.15021140563414304,0.0,,,-0.13218693960864714,-0.12965968246433757,-0.12075656864410914,-0.10770254835192611,,,,,,,,,,,,
B,test/tile67,127,21,control S2 patch variance,0.07968360862209849,0.06454068354758001,70.33263694162048,,,-0.04651621752208412,-0.043988960377774555,-0.03508584655754611,-0.02203182626536309,,,,,,,,,,,,
B,test/tile67,127,21,control NDWI level,0.04714597011585676,0.03200304504133828,-0.16368755826135253,,,-0.013978579015842388,-0.011451321871532825,-0.0025482080513043806,0.01050581224087864,,,,,,,,,,,,
B,test/tile67,127,21,contradiction (pixel-statistics neighbours),0.16078746866513569,0.1456445435906172,0.24483267716535434,,,-0.1276200775651213,-0.12509282042081177,-0.11618970660058331,-0.10313568630840028,,,0.25167591489015895,,,0.12013789803909851,,,0.11894461096034376,,,-0.00320112031857625
B,test/tile67,127,21,contradiction (OlmoEarth neighbours),0.04839545013913232,0.03325252506461385,0.13336614173228348,,,-0.015228059039117954,-0.012700801894808392,-0.003797688074579947,0.009256332217603074,,,0.8332545436409872,,,0.7662996612425491,,,0.6996552910475269,,,0.705394052064638
B,test/tile67,127,21,combination conf+pixel contradiction (secondary),0.056262270786355734,0.04111934571183726,0.5,,,-0.023094879686341364,-0.020567622542031802,-0.011664508721803357,0.0013895115703796632,,,0.7770330640912549,,,0.6345596701678895,,,0.5532815379451651,,,0.4385166785252096
B,test/tile68,225,13,confidence (baseline),0.00571085093156132,0.0038804076354006754,-5.7317077471150295,,,0.0,0.000837098294866394,0.010044528527575803,0.0026300356474822555,,,,,,,,,,,,
B,test/tile68,225,13,tile-phase (aligned),0.006547949226427714,0.004717505930267069,0.05456168420785818,,,-0.000837098294866394,0.0,0.00920743023270941,0.0017929373526158615,,,,,,,,,,,,
B,test/tile68,225,13,boundary indicator,0.015755379459137124,0.013924936162976478,0.14222222222222222,,,-0.010044528527575803,-0.00920743023270941,0.0,-0.0074144928800935475,,,,,,,,,,,,
B,test/tile68,225,13,control NDWI gradient,0.008340886579043576,0.006510443282882931,0.018212477572027656,,,-0.0026300356474822555,-0.0017929373526158615,0.0074144928800935475,0.0,,,,,,,,,,,,
B,test/tile68,225,13,constant score,0.05777777777777779,0.05594733448161714,0.0,,,-0.05206692684621647,-0.051229828551350075,-0.042022398318640665,-0.04943689119873421,,,,,,,,,,,,
B,test/tile68,225,13,control S2 patch variance,0.008093795354697229,0.006263352058536584,53.89833871399594,,,-0.002382944423135909,-0.0015458461282695148,0.007661584104439894,0.0002470912243463467,,,,,,,,,,,,
B,test/tile68,225,13,control NDWI level,0.027507283055057757,0.02567683975889711,-0.1324361280575328,,,-0.021796432123496436,-0.020959333828630043,-0.011751903595920633,-0.01916639647601418,,,,,,,,,,,,
B,test/tile68,225,13,contradiction (pixel-statistics neighbours),0.006799153071647099,0.0049687097754864545,0.11763888888888889,,,-0.001088302140085779,-0.0002512038452193851,0.008956226387490024,0.0015417335073964764,,,0.7949186407675087,,,0.7503177761729972,,,0.7129955222132797,,,0.7269489693812036
B,test/tile68,225,13,contradiction (OlmoEarth neighbours),0.009813604058710412,0.007983160762549766,0.09541666666666666,,,-0.0041027531271490905,-0.0032656548322826965,0.0059417754004267125,-0.001472717479666835,,,0.6899054211515939,,,0.6388593626581155,,,0.6246787759061034,,,0.6449780760515366
B,test/tile68,225,13,combination conf+pixel contradiction (secondary),0.005329429579300317,0.0034989862831396722,0.5,,,0.0003814213522610032,0.0012185196471273972,0.010425949879836806,0.0030114569997432587,,,0.987890823567542,,,0.8770377081723114,,,0.7301288071799884,,,0.7322427629680978
B,test/tile69,225,8,confidence (baseline),0.0029839010204022955,0.002265281487616547,-6.132868246899711,,,0.0,0.00022584776248587082,-0.0015480712108542187,0.009303134443281267,,,,,,,,,,,,
B,test/tile69,225,8,tile-phase (aligned),0.0032097487828881663,0.002491129250102418,0.06144498203296179,,,-0.00022584776248587082,0.0,-0.0017739189733400895,0.009077286680795396,,,,,,,,,,,,
B,test/tile69,225,8,boundary indicator,0.001435829809548077,0.0007172102767623284,0.12444444444444444,,,0.0015480712108542187,0.0017739189733400895,0.0,0.010851205654135486,,,,,,,,,,,,
B,test/tile69,225,8,control NDWI gradient,0.012287035463683562,0.011568415930897814,0.07698653123403407,,,-0.009303134443281267,-0.009077286680795396,-0.010851205654135486,0.0,,,,,,,,,,,,
B,test/tile69,225,8,constant score,0.035555555555555556,0.034836936022769806,0.0,,,-0.03257165453515326,-0.032345806772667386,-0.034119725746007475,-0.02326852009187199,,,,,,,,,,,,
B,test/tile69,225,8,control S2 patch variance,0.0204116390176429,0.01969301948485715,155.48624970191196,,,-0.0174277379972406,-0.017201890234754734,-0.018975809208094822,-0.008124603553959336,,,,,,,,,,,,
B,test/tile69,225,8,control NDWI level,0.0028718326551571798,0.002153213122371431,-0.31820959131993415,,,0.00011206836524511616,0.000337916127730987,-0.0014360028456091025,0.009415202808526382,,,,,,,,,,,,
B,test/tile69,225,8,contradiction (pixel-statistics neighbours),0.0018270702264567911,0.0011084506936710425,0.042083333333333334,,,0.0011568307939455046,0.0013826785564313754,-0.0003912404169087141,0.010459965237226771,,,0.50062267571701,,,0.449859244500071,,,0.5220197036648274,,,0.3582383691015366
B,test/tile69,225,8,contradiction (OlmoEarth neighbours),0.002609519875705089,0.0018909003429193403,0.07652777777777778,,,0.0003743811446972067,0.0006002289071830775,-0.001173690066157012,0.009677515587978474,,,0.6953605049424315,,,0.5561004763153389,,,0.35765202523518397,,,0.4025269985198947
B,test/tile69,225,8,combination conf+pixel contradiction (secondary),0.0017139155903088228,0.000995296057523074,0.5,,,0.001269985430093473,0.0014958331925793438,-0.00027808578076074573,0.01057311987337474,,,0.9429579421599285,,,0.823945459263066,,,0.6179993737251352,,,0.5577767564490147
B,test/tile71,222,10,confidence (baseline),0.0029179461398799377,0.0017865354145337707,-5.037670216179109,,,0.0,0.0017190958475743843,0.0038733318156906685,0.01688211088544003,,,,,,,,,,,,
B,test/tile71,222,10,tile-phase (aligned),0.004637041987454322,0.003505631262108155,0.064380580651322,,,-0.0017190958475743843,0.0,0.002154235968116284,0.015163015037865645,,,,,,,,,,,,
B,test/tile71,222,10,boundary indicator,0.006791277955570606,0.005659867230224439,0.13288288288288289,,,-0.0038733318156906685,-0.002154235968116284,0.0,0.01300877906974936,,,,,,,,,,,,
B,test/tile71,222,10,control NDWI gradient,0.019800057025319968,0.0186686462999738,0.06340976459691268,,,-0.01688211088544003,-0.015163015037865645,-0.01300877906974936,0.0,,,,,,,,,,,,
B,test/tile71,222,10,constant score,0.045045045045045036,0.04391363431969887,0.0,,,-0.0421270989051651,-0.040408003057590715,-0.038253767089474436,-0.02524498801972507,,,,,,,,,,,,
B,test/tile71,222,10,control S2 patch variance,0.02173521206404054,0.020603801338694373,127.37600079674193,,,-0.018817265924160602,-0.01709817007658622,-0.014943934108469933,-0.0019351550387205728,,,,,,,,,,,,
B,test/tile71,222,10,control NDWI level,0.004213892765208687,0.0030824820398625196,-0.22869166171129218,,,-0.001295946625328749,0.00042314922224563536,0.0025773851903619195,0.01558616426011128,,,,,,,,,,,,
B,test/tile71,222,10,contradiction (pixel-statistics neighbours),0.0032652916041002755,0.0021338808787541084,0.08065878378378379,,,-0.0003473454642203377,0.0013717503833540466,0.0035259863514703308,0.01653476542121969,,,0.7369851342307779,,,0.6703424528066122,,,0.5987454772170151,,,0.4884629001536843
B,test/tile71,222,10,contradiction (OlmoEarth neighbours),0.00416210849158971,0.003030697766243543,0.15653153153153154,,,-0.0012441623517097725,0.0004749334958646118,0.002629169463980896,0.015637948533730257,,,0.7490539132564148,,,0.6401057772938076,,,0.3949028070375298,,,0.4086952737007985
B,test/tile71,222,10,combination conf+pixel contradiction (secondary),0.002338880800336006,0.001207470074989839,0.5,,,0.0005790653395439317,0.002298161187118316,0.0044523971552346,0.01746117622498396,,,0.9623544360660184,,,0.838011185826043,,,0.6323845061180525,,,0.6341442147210589
B,test/tile72,127,11,confidence (baseline),0.009716674731646835,0.005512358423724454,-4.638643091119181,,,0.0,0.005411523411819156,0.010397212251901346,0.14328960368362045,,,,,,,,,,,,
B,test/tile72,127,11,tile-phase (aligned),0.015128198143465992,0.01092388183554361,0.04624085109555997,,,-0.005411523411819156,0.0,0.00498568884008219,0.13787808027180132,,,,,,,,,,,,
B,test/tile72,127,11,boundary indicator,0.02011388698354818,0.0159095706756258,0.10728346456692914,,,-0.010397212251901346,-0.00498568884008219,0.0,0.13289239143171913,,,,,,,,,,,,
B,test/tile72,127,11,control NDWI gradient,0.1530062784152673,0.14880196210734492,0.05070450577429906,,,-0.14328960368362045,-0.13787808027180132,-0.13289239143171913,0.0,,,,,,,,,,,,
B,test/tile72,127,11,constant score,0.08661417322834644,0.08240985692042406,0.0,,,-0.0768974984966996,-0.07148597508488044,-0.06650028624479826,0.06639210518692086,,,,,,,,,,,,
B,test/tile72,127,11,control S2 patch variance,0.1767301127115219,0.17252579640359952,128.5000815301274,,,-0.16701343797987506,-0.16160191456805592,-0.15661622572797373,-0.023723834296254603,,,,,,,,,,,,
B,test/tile72,127,11,control NDWI level,0.011746706667490569,0.007542390359568188,-0.2439101786455616,,,-0.002030031935843734,0.0033814914759754218,0.008367180316057612,0.14125957174777673,,,,,,,,,,,,
B,test/tile72,127,11,contradiction (pixel-statistics neighbours),0.021820728616602125,0.017616412308679743,0.11392716535433071,,,-0.01210405388495529,-0.006692530473136133,-0.0017068416330539432,0.13118554979866517,,,0.7769355115098796,,,0.73975971868245,,,0.6526186402151734,,,-0.14484731296924935
B,test/tile72,127,11,contradiction (OlmoEarth neighbours),0.038169334663774826,0.033965018355852444,0.23769685039370078,,,-0.02845265993212799,-0.023041136520308834,-0.018055447680226645,0.11483694375149248,,,0.6644802737512555,,,0.6334395172451811,,,0.33427765068466897,,,-0.12576664035487195
B,test/tile72,127,11,combination conf+pixel contradiction (secondary),0.01402479225378406,0.00982047594586168,0.5000000000000001,,,-0.004308117522137225,0.0011034058896819306,0.00608909472976412,0.13898148616148323,,,0.9756938494328521,,,0.8881301913380368,,,0.6389046507225032,,,-0.08125680154864462
B,test/tile73,225,37,confidence (baseline),0.06861412244105902,0.053919447671842334,-3.7632409098413255,,,0.0,-0.008420852638206973,0.006569862018848557,0.14190549588937143,,,,,,,,,,,,
B,test/tile73,225,37,tile-phase (aligned),0.06019326980285205,0.04549859503363536,0.07445265730661857,,,0.008420852638206973,0.0,0.01499071465705553,0.15032634852757842,,,,,,,,,,,,
B,test/tile73,225,37,boundary indicator,0.07518398445990758,0.06048930969069089,0.15444444444444444,,,-0.006569862018848557,-0.01499071465705553,0.0,0.1353356338705229,,,,,,,,,,,,
B,test/tile73,225,37,control NDWI gradient,0.21051961833043045,0.19582494356121377,0.0445862636595855,,,-0.14190549588937143,-0.15032634852757842,-0.1353356338705229,0.0,,,,,,,,,,,,
B,test/tile73,225,37,constant score,0.16444444444444445,0.14974976967522777,0.0,,,-0.09583032200338543,-0.1042511746415924,-0.08926045998453688,0.046075173885986004,,,,,,,,,,,,
B,test/tile73,225,37,control S2 patch variance,0.164535150543071,0.14984047577385431,109.40192189139137,,,-0.09592102810201197,-0.10434188074021895,-0.08935116608316343,0.045984467787359457,,,,,,,,,,,,
B,test/tile73,225,37,control NDWI level,0.0538154632447935,0.03912078847557681,-0.2038967373741633,,,0.014798659196265523,0.0063778065580585505,0.02136852121511408,0.15670415508563695,,,,,,,,,,,,
B,test/tile73,225,37,contradiction (pixel-statistics neighbours),0.024378169589097907,0.009683494819881221,0.17888888888888888,,,0.044235952851961115,0.03581510021375414,0.05080581487080967,0.18614144874133254,,,0.3325896337914968,,,0.4892882153553479,,,0.48953691189476634,,,0.10922443801086515
B,test/tile73,225,37,contradiction (OlmoEarth neighbours),0.10877718792928746,0.09408251316007078,0.20847222222222223,,,-0.04016306548822845,-0.04858391812643542,-0.03359320346937989,0.10174243040114299,,,0.7429541265557286,,,0.570194005197976,,,0.2747738637899858,,,-0.14570647370696427
B,test/tile73,225,37,combination conf+pixel contradiction (secondary),0.03284734749551597,0.01815267272629928,0.5,,,0.035766774945543055,0.027345922307336082,0.04233663696439161,0.1776722708349145,,,0.8778809495911399,,,0.8295939074937505,,,0.6345184514293066,,,-0.04399710808725386
B,test/tile74,225,13,confidence (baseline),0.00517464206862262,0.003344198772461975,-3.1404961400230724,,,0.0,0.0030161395626707513,0.026187980618290425,0.04422304612058684,,,,,,,,,,,,
B,test/tile74,225,13,tile-phase (aligned),0.008190781631293371,0.006360338335132726,0.06058024953617456,,,-0.0030161395626707513,0.0,0.023171841055619674,0.04120690655791609,,,,,,,,,,,,
B,test/tile74,225,13,boundary indicator,0.03136262268691305,0.0295321793907524,0.10111111111111111,,,-0.026187980618290425,-0.023171841055619674,0.0,0.018035065502296416,,,,,,,,,,,,
B,test/tile74,225,13,control NDWI gradient,0.04939768818920946,0.04756724489304882,0.035208288723767855,,,-0.04422304612058684,-0.04120690655791609,-0.018035065502296416,0.0,,,,,,,,,,,,
B,test/tile74,225,13,constant score,0.05777777777777779,0.05594733448161714,0.0,,,-0.05260313570915517,-0.049586996146484416,-0.026415155090864742,-0.008380089588568326,,,,,,,,,,,,
B,test/tile74,225,13,control S2 patch variance,0.09397145371612908,0.09214101041996844,71.92091468267658,,,-0.08879681164750647,-0.08578067208483572,-0.06260883102921605,-0.04457376552691963,,,,,,,,,,,,
B,test/tile74,225,13,control NDWI level,0.010454300353306774,0.00862385705714613,-0.17840924906724745,,,-0.005279658284684155,-0.002263518722013404,0.02090832233360627,0.03894338783590269,,,,,,,,,,,,
B,test/tile74,225,13,contradiction (pixel-statistics neighbours),0.010168924269241703,0.008338480973081059,0.08444444444444445,,,-0.004994282200619084,-0.0019781426379483326,0.021193698417671342,0.039228763919967755,,,0.47150820561061985,,,0.4080212773864577,,,0.4226030251041007,,,-0.24976410470954852
B,test/tile74,225,13,contradiction (OlmoEarth neighbours),0.05636258596889559,0.05453214267273494,0.4176388888888889,,,-0.05118794390027297,-0.048171804337602216,-0.02499996328198254,-0.006964897779686126,,,0.5362884341499096,,,0.3991332022340986,,,0.04995746342551684,,,-0.4666956755680336
B,test/tile74,225,13,combination conf+pixel contradiction (secondary),0.0045845648335925025,0.0027541215374318577,0.5,,,0.0005900772350301174,0.0036062167977008687,0.026778057853320544,0.04481312335561696,,,0.89517800436481,,,0.742601708973512,,,0.4674356991316255,,,-0.21222828026613597
B,test/tile75,158,3,confidence (baseline),0.0010272617294555155,0.0007858917820783445,-4.009775131374975,,,0.0,-3.177726424169296e-05,-0.00026786035050632684,0.0020002693667887537,,,,,,,,,,,,
B,test/tile75,158,3,tile-phase (aligned),0.0009954844652138226,0.0007541145178366516,0.053618252338713354,,,3.177726424169296e-05,0.0,-0.0002360830862646339,0.0020320466310304467,,,,,,,,,,,,
B,test/tile75,158,3,boundary indicator,0.0007594013789491887,0.0005180314315720177,0.10917721518987342,,,0.00026786035050632684,0.0002360830862646339,0.0,0.0022681297172950803,,,,,,,,,,,,
B,test/tile75,158,3,control NDWI gradient,0.003027531096244269,0.002786161148867098,0.016085884797555995,,,-0.0020002693667887537,-0.0020320466310304467,-0.0022681297172950803,0.0,,,,,,,,,,,,
B,test/tile75,158,3,constant score,0.0189873417721519,0.018745971824774728,0.0,,,-0.017960080042696384,-0.017991857306938076,-0.01822794039320271,-0.01595981067590763,,,,,,,,,,,,
B,test/tile75,158,3,control S2 patch variance,0.005673689608945615,0.005432319661568444,79.88079648064314,,,-0.0046464278794900995,-0.0046782051437317925,-0.004914288229996426,-0.002646158512701346,,,,,,,,,,,,
B,test/tile75,158,3,control NDWI level,0.009266397821982424,0.009025027874605253,-0.09235640053776974,,,-0.008239136092526907,-0.0082709133567686,-0.008506996443033234,-0.0062388667257381545,,,,,,,,,,,,
B,test/tile75,158,3,contradiction (pixel-statistics neighbours),0.002638792915983669,0.002397422968606498,0.12341772151898735,,,-0.0016115311865281536,-0.0016433084507698466,-0.0018793915370344805,0.00038873818026059987,,,0.7081670770708158,,,0.7346964683286579,,,0.5841004395817848,,,0.4335447849201629
B,test/tile75,158,3,contradiction (OlmoEarth neighbours),0.003044713080781264,0.002803343133404093,0.15229430379746836,,,-0.002017451351325749,-0.002049228615567442,-0.0022853117018320755,-1.7181984536995126e-05,,,0.3663191814247331,,,0.2815085180886023,,,0.14298899669082415,,,0.5787005028237102
B,test/tile75,158,3,combination conf+pixel contradiction (secondary),0.0010784586482690543,0.0008370887008918833,0.5,,,-5.1196918813538805e-05,-8.297418305523176e-05,-0.00031905726931986565,0.0019490724479752147,,,0.9333736972761332,,,0.8833990261308456,,,0.6470928691397755,,,0.5408281395457376
B,test/tile78,225,11,confidence (baseline),0.0059717050136620445,0.004648200823421912,-6.666556146409777,,,0.0,-0.0015077314438726869,0.0029482090783439895,0.000211252276305896,,,,,,,,,,,,
B,test/tile78,225,11,tile-phase (aligned),0.004463973569789358,0.0031404693795492253,0.06190413235229446,,,0.0015077314438726869,0.0,0.004455940522216676,0.0017189837201785829,,,,,,,,,,,,
B,test/tile78,225,11,boundary indicator,0.008919914092006034,0.007596409901765902,0.16,,,-0.0029482090783439895,-0.004455940522216676,0.0,-0.0027369568020380935,,,,,,,,,,,,
B,test/tile78,225,11,control NDWI gradient,0.0061829572899679405,0.004859453099727808,0.019077053438476002,,,-0.000211252276305896,-0.0017189837201785829,0.0027369568020380935,0.0,,,,,,,,,,,,
B,test/tile78,225,11,constant score,0.04888888888888887,0.04756538469864874,0.0,,,-0.042917183875226826,-0.04442491531909951,-0.039968974796882835,-0.04270593159892093,,,,,,,,,,,,
B,test/tile78,225,11,control S2 patch variance,0.007758651755950425,0.006435147565710292,85.62970818920353,,,-0.0017869467422883803,-0.003294678186161067,0.0011612623360556093,-0.0015756944659824842,,,,,,,,,,,,
B,test/tile78,225,11,control NDWI level,0.0312534956715156,0.029929991481275467,-0.11796362115585864,,,-0.025281790657853555,-0.02678952210172624,-0.022333581579509564,-0.025070538381547658,,,,,,,,,,,,
B,test/tile78,225,11,contradiction (pixel-statistics neighbours),0.00324107860129898,0.0019175744110588478,0.09222222222222222,,,0.0027306264123630646,0.0012228949684903775,0.005678835490707054,0.0029418786886689606,,,0.7765591018143683,,,0.7202139931202242,,,0.6492082655185498,,,0.6849972615050115
B,test/tile78,225,11,contradiction (OlmoEarth neighbours),0.015266335872070517,0.013942831681830385,0.09291666666666666,,,-0.009294630858408473,-0.01080236230228116,-0.006346421780064483,-0.009083378582102578,,,0.7260908287019422,,,0.6938977903674597,,,0.6586517673229304,,,0.6948107848813904
B,test/tile78,225,11,combination conf+pixel contradiction (secondary),0.003974181484704335,0.0026506772944642027,0.5000000000000001,,,0.0019975235289577094,0.0004897920850850225,0.004945732607301699,0.0022087758052636054,,,0.9916463798304663,,,0.9189203425943209,,,0.7822032311302886,,,0.8405258432307542
B,test/tile79,225,16,confidence (baseline),0.004478571724846868,0.001730236326849721,-6.971409865485297,,,0.0,-0.0014771414491524027,-0.001644900257059234,-0.001730236326849721,,,,,,,,,,,,
B,test/tile79,225,16,tile-phase (aligned),0.0030014302756944653,0.0002530948776973182,0.0412588278168025,,,0.0014771414491524027,0.0,-0.00016775880790683134,-0.0002530948776973182,,,,,,,,,,,,
B,test/tile79,225,16,boundary indicator,0.002833671467787634,8.533606979048685e-05,0.09444444444444444,,,0.001644900257059234,0.00016775880790683134,0.0,-8.533606979048685e-05,,,,,,,,,,,,
B,test/tile79,225,16,control NDWI gradient,0.002748335397997147,0.0,0.04469858511347684,,,0.001730236326849721,0.0002530948776973182,8.533606979048685e-05,0.0,,,,,,,,,,,,
B,test/tile79,225,16,constant score,0.07111111111111111,0.06836277571311396,0.0,,,-0.06663253938626423,-0.06810968083541664,-0.06827743964332347,-0.06836277571311396,,,,,,,,,,,,
B,test/tile79,225,16,control S2 patch variance,0.009757191469187059,0.007008856071189912,113.24974377962418,,,-0.005278619744340192,-0.006755761193492594,-0.0069235200013994256,-0.007008856071189912,,,,,,,,,,,,
B,test/tile79,225,16,control NDWI level,0.003243166198233114,0.0004948308002359668,-0.450535414287852,,,0.001235405526613754,-0.00024173592253864864,-0.00040949473044548,-0.0004948308002359668,,,,,,,,,,,,
B,test/tile79,225,16,contradiction (pixel-statistics neighbours),0.002748335397997147,0.0,0.06222222222222222,,,0.001730236326849721,0.0002530948776973182,8.533606979048685e-05,0.0,,,0.42492544635380647,,,0.4416740840159451,,,0.5968101808239081,,,0.44415221083649037
B,test/tile79,225,16,contradiction (OlmoEarth neighbours),0.03688589267225811,0.03413755727426096,0.059444444444444446,,,-0.032407320947411236,-0.03388446239656364,-0.034052221204470476,-0.03413755727426096,,,0.3389387772525569,,,0.17128603595274755,,,-0.07085973421609798,,,-0.04343373196354409
B,test/tile79,225,16,combination conf+pixel contradiction (secondary),0.002748335397997147,0.0,0.5,,,0.001730236326849721,0.0002530948776973182,8.533606979048685e-05,0.0,,,0.9991993257479981,,,0.7115729034976819,,,0.239318200370872,,,0.3877117572692792
B,test/tile81,225,3,confidence (baseline),0.0005321814607595098,0.0004133094176722201,-5.779538176589542,,,0.0,0.0009760059473926247,0.0001661638617912912,0.0006240323888539528,,,,,,,,,,,,
B,test/tile81,225,3,tile-phase (aligned),0.0015081874081521345,0.0013893153650648448,0.050969544450441995,,,-0.0009760059473926247,0.0,-0.0008098420856013335,-0.0003519735585386719,,,,,,,,,,,,
B,test/tile81,225,3,boundary indicator,0.000698345322550801,0.0005794732794635113,0.09333333333333334,,,-0.0001661638617912912,0.0008098420856013335,0.0,0.0004578685270626616,,,,,,,,,,,,
B,test/tile81,225,3,control NDWI gradient,0.0011562138496134626,0.0010373418065261729,0.08236961669491072,,,-0.0006240323888539528,0.0003519735585386719,-0.0004578685270626616,0.0,,,,,,,,,,,,
B,test/tile81,225,3,constant score,0.013333333333333334,0.013214461290246044,0.0,,,-0.012801151872573824,-0.0118251459251812,-0.012634988010782533,-0.012177119483719872,,,,,,,,,,,,
B,test/tile81,225,3,control S2 patch variance,0.0038465662246530054,0.0037276941815657157,153.61072686895739,,,-0.0033143847638934954,-0.0023383788165008707,-0.0031482209021022043,-0.002690352375039543,,,,,,,,,,,,
B,test/tile81,225,3,control NDWI level,0.0006517629794474287,0.000532890936360139,-0.3236073377911667,,,-0.0001195815186879189,0.0008564244287047058,4.65823431033723e-05,0.0005044508701660339,,,,,,,,,,,,
B,test/tile81,225,3,contradiction (pixel-statistics neighbours),0.0006659602035788378,0.000547088160491548,0.07111111111111111,,,-0.00013377874281932794,0.0008422272045732968,3.238511897196326e-05,0.0004902536460346248,,,0.6661511797308236,,,0.6428344663629844,,,0.5539976145759734,,,0.2541422713595869
B,test/tile81,225,3,contradiction (OlmoEarth neighbours),0.003425561178877344,0.0033066891357900544,0.1776388888888889,,,-0.002893379718117834,-0.0019173737707252096,-0.002727215856326543,-0.0022693473292638815,,,0.6450926506768216,,,0.5292464649726362,,,0.2394759950260107,,,-0.13837379099122307
