part,unit,n_patches,n_errors,signal,aurc,eaurc,mean_value,gain_vs_confidence,gain_vs_tile-phase,gain_vs_boundary,gain_vs_control,spearman_vs_confidence,spearman_vs_tile-phase,spearman_vs_boundary,spearman_vs_control,head_acc,n_tiles_scored,W/L_vs_confidence,sign_p_vs_confidence,W/L_vs_tile-phase,sign_p_vs_tile-phase,W/L_vs_boundary,sign_p_vs_boundary,W/L_vs_control,sign_p_vs_control
B,bolivia/tile241,149,15,residual along the decision direction,0.11024290109679914,0.10465937855856318,0.14687878390986647,-0.046557805893128974,-0.066824962800102,-0.04590910584781816,-0.09173447750678711,0.163257754398694,0.16054054054054054,0.08329040449845819,0.25808452748050065,,,,,,,,,,
B,bolivia/tile241,149,15,whitened residual (exp33 form),0.05841043975341761,0.05282691721518164,0.3390969671058975,0.0052746554502525675,-0.014992501456720465,0.00592335549556338,-0.039902016163405565,0.1129983674950118,0.2214112098675857,0.07191003083620534,0.5159259931072011,,,,,,,,,,
B,bolivia/tile241,149,15,combination conf+entropy (prereg),0.03570666013148635,0.03012313759325038,0.5,0.027978435072183824,0.0077112781652107915,0.028627135117494637,-0.01719823654147431,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,confidence (baseline),0.09572991724941156,0.06481507537564549,-3.6935476159703904,0.0,0.021648127433352926,0.13615414072160284,-0.027442650770643444,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,tile-phase (aligned),0.1173780446827645,0.08646320280899841,0.029898766483909087,-0.021648127433352926,0.0,0.11450601328824991,-0.04909077820399637,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,boundary indicator,0.2318840579710144,0.20096921609724833,0.0,-0.13615414072160284,-0.11450601328824991,0.0,-0.1635967914922463,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,control NDWI gradient,0.06828726647876812,0.03737242460500204,0.03302345126596816,0.027442650770643444,0.04909077820399637,0.1635967914922463,0.0,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,constant score,0.2318840579710144,0.20096921609724833,0.0,-0.13615414072160284,-0.11450601328824991,0.0,-0.1635967914922463,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,control S2 patch variance,0.24165290738990558,0.2107380655161395,95.35104131131288,-0.145922990140494,-0.12427486270714108,-0.009768849418891168,-0.17336564091113746,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,control NDWI level,0.07158478067587028,0.0406699388021042,-0.247161732801648,0.02414513657354129,0.045793264006894215,0.16029927729514412,-0.0032975141971021554,,,,,,,,,,,,,,
B,bolivia/tile242,69,16,discrete predictive entropy (k-means),0.08678732233260181,0.05587248045883573,1.8961813816989677,0.008942594916809758,0.030590722350162684,0.1450967356384126,-0.018500055853833686,-0.23105590062111803,-0.30270369017172094,0.1389842893679211,0.43858238947753014,,,,,,,,,,
B,bolivia/tile242,69,16,discrete target NLL (k-means),0.14984419163275506,0.11892934975898897,1.8019278335614481,-0.054114274383343486,-0.03246614694999056,0.08203986633825935,-0.08155692515398694,-0.33997077091706257,-0.38330288637194015,0.08538545853123859,0.14778955060284985,,,,,,,,,,
B,bolivia/tile242,69,16,"gap-masked residual (3x3 hole, centre)",0.1286201218631624,0.09770527998939632,0.47738500176996423,-0.032890204613750834,-0.011242077180397908,0.103263936107852,-0.06033285538439428,0.12298136645962734,0.20643039824625506,0.028571428571428574,0.15571793934965292,,,,,,,,,,
B,bolivia/tile242,69,16,residual along the decision direction,0.33634614452358946,0.3054313026498234,0.13400146686404513,-0.2406162272741779,-0.21896809984082496,-0.10446208655257505,-0.2680588780448213,0.1411399342345634,0.15977347460723423,-0.09919620021921814,0.06945560833028865,,,,,,,,,,
B,bolivia/tile242,69,16,whitened residual (exp33 form),0.14914978606938536,0.11823494419561928,0.3227846188389737,-0.05341986881997379,-0.031771741386620866,0.08273427190162905,-0.08086251959061724,0.05842162952137377,0.14954329557910123,0.03332115454877604,0.13829009864815495,,,,,,,,,,
B,bolivia/tile242,69,16,combination conf+entropy (prereg),0.05206494393606492,0.021150102062298844,0.4999999999999999,0.04366497331334664,0.06531310074669958,0.1798191140349495,0.0162223225427032,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,confidence (baseline),0.005082145476608792,0.004363525943823043,-7.1239978730678555,0.0,-0.001778449055248029,-0.0034285484648529842,-0.0020001384925484172,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,tile-phase (aligned),0.003303696421360763,0.0025850768885750143,0.05929344802150202,0.001778449055248029,0.0,-0.0016500994096049556,-0.00022168943730038835,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,boundary indicator,0.0016535970117558074,0.0009349774789700587,0.1411111111111111,0.0034285484648529842,0.0016500994096049556,0.0,0.0014284099723045672,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,control NDWI gradient,0.0030820069840603744,0.002363387451274626,0.07326629624938984,0.0020001384925484172,0.00022168943730038835,-0.0014284099723045672,0.0,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,constant score,0.035555555555555556,0.034836936022769806,0.0,-0.03047341007894676,-0.03225185913419479,-0.033901958543799744,-0.03247354857149518,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,control S2 patch variance,0.0073338058731319275,0.006615186340346179,103.49050736301741,-0.0022516603965231355,-0.004030109451771164,-0.00568020886137612,-0.004251798889071553,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,control NDWI level,0.002749350702824996,0.0020307311700392475,-0.39911771398186147,0.0023327947737837957,0.0005543457185357668,-0.0010957536910691887,0.0003326562812353785,,,,,,,,,,,,,,
B,bolivia/tile243,225,8,discrete predictive entropy (k-means),0.02205415409865667,0.02133553456587092,1.6288776429825358,-0.016972008622047875,-0.018750457677295905,-0.02040055708690086,-0.018972147114596292,0.6114506953223767,0.5924884112937211,0.0898029919932575,0.6421955330804889,,,,,,,,,,
B,bolivia/tile243,225,8,discrete target NLL (k-means),0.0223859815313421,0.021667361998556352,1.4890320186482535,-0.017303836054733308,-0.019082285109981337,-0.020732384519586294,-0.019303974547281725,0.5052918246944795,0.5682638010956595,0.22313000421407503,0.6064433206911083,,,,,,,,,,
B,bolivia/tile243,225,8,"gap-masked residual (3x3 hole, centre)",0.009895458046068369,0.009176838513282621,0.5265699271195464,-0.004813312569459578,-0.006591761624707607,-0.008241861034312563,-0.006813451062007995,0.6765233881163086,0.8342709650231775,0.5165434049726085,0.8415897597977245,,,,,,,,,,
B,bolivia/tile243,225,8,residual along the decision direction,0.014522927671514302,0.013804308138728554,0.16287565204004448,-0.00944078219490551,-0.01121923125015354,-0.012869330659758496,-0.011440920687453927,0.31973135271807845,0.4586630847029078,0.30560155920775395,0.4252602191319006,,,,,,,,,,
B,bolivia/tile243,225,8,whitened residual (exp33 form),0.010415501957491946,0.009696882424706198,0.3188427192469438,-0.0053333564808831545,-0.007111805536131183,-0.00876190494573614,-0.007333494973431572,0.7166171512852929,0.7737157606405395,0.344735566793089,0.83119995785925,,,,,,,,,,
B,bolivia/tile243,225,8,combination conf+entropy (prereg),0.010829574338768699,0.01011095480598295,0.5,-0.0057474288621599074,-0.007525877917407936,-0.009175977327012893,-0.007747567354708325,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,confidence (baseline),0.01096669594218216,0.005805608677480254,-7.021475698947906,0.0,-0.0006412691568357075,0.006747514987935343,0.0003031186134399254,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,tile-phase (aligned),0.010325426785346453,0.005164339520644546,0.031157567029281887,0.0006412691568357075,0.0,0.007388784144771051,0.0009443877702756329,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,boundary indicator,0.017714210930117505,0.012553123665415597,0.08222222222222222,-0.006747514987935343,-0.007388784144771051,0.0,-0.006444396374495418,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,control NDWI gradient,0.011269814555622086,0.006108727290920179,0.04622379798097081,-0.0003031186134399254,-0.0009443877702756329,0.006444396374495418,0.0,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,constant score,0.09777777777777774,0.09261669051307583,0.0,-0.08681108183559558,-0.08745235099243129,-0.08006356684766024,-0.08650796322215565,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,control S2 patch variance,0.02610117427324503,0.02094008700854312,63.86805425833912,-0.015134478331062868,-0.015775747487898575,-0.008386963343127524,-0.014831359717622943,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,control NDWI level,0.04190537374683624,0.03674428648213433,-0.2778313459208714,-0.03093867780465408,-0.03157994696148979,-0.024191162816718736,-0.030635559191214155,,,,,,,,,,,,,,
B,bolivia/tile244,225,22,discrete predictive entropy (k-means),0.021853746600271767,0.01669265933556986,1.7168903073999617,-0.010887050658089606,-0.011528319814925313,-0.004139535670154262,-0.01058393204464968,0.6744637589549095,0.7644869363674675,0.4137294563843237,0.7107479983143702,,,,,,,,,,
B,bolivia/tile244,225,22,discrete target NLL (k-means),0.044674543276278664,0.039513456011576756,1.3822127110759417,-0.0337078473340965,-0.03434911649093221,-0.02696033234616116,-0.03340472872065658,0.5086188369152971,0.5222745469869364,0.4005425621576065,0.5291455962916141,,,,,,,,,,
