year,scene,n_errors,seasonal_fraction,intermittent_fraction,permanent_fraction,seasonal_share_among_errors,seasonal_share_among_correct,intermittent_share_among_errors,intermittent_share_among_correct,error_rate_seasonal,error_rate_nonseasonal,n_errors_nonseasonal,n_errors_seasonal,eaurc_all[baseline],eaurc_nonseasonal[baseline],eaurc_seasonal[baseline],eaurc_all[E_case],eaurc_nonseasonal[E_case],eaurc_seasonal[E_case],eaurc_all[tile-phase (aligned)],eaurc_nonseasonal[tile-phase (aligned)],eaurc_seasonal[tile-phase (aligned)],eaurc_all[boundary],eaurc_nonseasonal[boundary],eaurc_seasonal[boundary],eaurc_all[E_dist],eaurc_nonseasonal[E_dist],eaurc_seasonal[E_dist],eaurc_all[control],eaurc_nonseasonal[control],eaurc_seasonal[control]
2024,okavango_50,96,0.4619140625,0.59375,0.0615234375,0.4166666666666667,0.4665948275862069,0.8333333333333334,0.5689655172413793,0.08456659619450317,0.10163339382940109,56,40,0.14060793115568837,0.18443053290794195,0.08940757532703134,0.15666123305020827,0.19236849612712123,0.10970027667561828,0.11287735177038484,0.1500411397080123,0.062060184401249156,0.046067945506968175,0.06404048978808852,0.02555097755482641,0.12927667311886668,0.17032820285887385,0.08134528757344374,0.1183074307794549,0.16933870645428792,0.05219761337445139
2024,okavango_80,76,0.0634765625,0.0888671875,0.0068359375,0.32894736842105265,0.04219409282700422,0.4605263157894737,0.05907172995780591,0.38461538461538464,0.053180396246089674,51,25,0.054294323224705475,0.039661204207253546,0.25164573368640886,0.05489177012702543,0.02688962090682995,0.2906400821767414,0.0032838875458047556,0.0018775097103300718,0.1169720731520782,0.0023498843354374617,0.0013584693133937159,0.07998143958404244,0.007618011382871863,0.0028749518006136706,0.14617929492197212,0.0008812205531424648,0.0004824079417550958,0.026798070495605758
2024,okavango_sep,13,0.046875,0.056640625,0.0,0.0,0.04747774480712166,0.0,0.057368941641938676,0.0,0.01331967213114754,13,0,0.00042638786507953185,0.000470356032748974,nan,0.0001992291648424035,0.0002198572633178777,nan,0.00020918489107126632,0.00023066490908241378,nan,7.250767642966391e-06,7.98689012703553e-06,nan,0.0006518117076520746,0.0006669942677471004,nan,0.016175292939146668,0.01682685827973195,nan
2024,rovuma_20,39,0.3408203125,0.390625,0.02734375,0.6410256410256411,0.32893401015228424,0.6666666666666666,0.37969543147208124,0.07163323782234957,0.02074074074074074,14,25,0.004520496715400123,0.0014755209083371474,0.013069656508610396,0.008750784453642498,0.0011669355936760756,0.0232577343701773,0.0013937425857267287,0.0002516186538914926,0.0063113729686317226,0.0015489155688460342,0.0003758756611056839,0.006284746597129347,0.00969363590167516,0.0028635126208350478,0.03368414358480816,0.0065760795094725105,0.0007425755184461722,0.021157083678611518
2024,rovuma_50,74,0.3310546875,0.357421875,0.005859375,0.9864864864864865,0.28,0.9864864864864865,0.30842105263157893,0.2153392330383481,0.00145985401459854,1,73,0.0064165897421879945,nan,0.06466473884905007,0.00642692667402093,nan,0.05218622977148481,0.005290072625922297,nan,0.060975738408481486,0.008654628962709944,nan,0.08437397171448732,0.012506521857848202,nan,0.14834240371909002,0.013245394159984148,nan,0.11412642284655701
2024,rovuma_80,18,0.18359375,0.2509765625,0.0751953125,0.8333333333333334,0.17196819085487078,0.8333333333333334,0.24055666003976142,0.0797872340425532,0.0035885167464114833,3,15,0.001439554279369221,nan,0.013253709295969756,0.0028646204501150945,nan,0.01734270105410427,0.0008771299464480006,nan,0.023116789181461643,0.003421270442996357,nan,0.05170405138209666,0.0012830469875402296,nan,0.022023618862887586,0.0004600503059693098,nan,0.010218282919349798
2024,save_20,25,0.0078125,0.0107421875,0.0,0.2,0.003003003003003003,0.24,0.005005005005005005,0.625,0.01968503937007874,20,5,0.020482619588743443,0.01075025861628544,nan,0.06163292053432043,0.04256572056324291,nan,0.00015678252825284523,8.525761449445742e-05,nan,1.0250532638099918e-05,4.446927521412259e-06,nan,0.00015509026234752823,0.00011613275520059967,nan,0.0037154810891584012,0.0037378608655830948,nan
2024,save_50,76,0.2158203125,0.333984375,0.0,0.8947368421052632,0.16139240506329114,0.9868421052631579,0.28164556962025317,0.3076923076923077,0.009962640099626401,8,68,0.01118717382458453,0.00021865900586125311,0.1605806721007628,0.038086253748072035,0.000271565470595979,0.16797214574157743,0.008761932348810526,0.00012598988302895827,0.17349318328150937,0.044368354784706326,0.0001250188719557675,0.25292841789621034,0.013435147687203754,0.0016499736897358373,0.22056221982762006,0.06474167300570195,0.0005363943572146727,0.3664753197799563
2024,save_80,23,0.0302734375,0.0302734375,0.0,0.4782608695652174,0.01998001998001998,0.4782608695652174,0.01998001998001998,0.3548387096774194,0.012084592145015106,12,11,0.0066454262914877205,0.0039339353604495916,0.2675141695265595,0.028893022801569697,0.011098674989814485,0.38899816822242184,0.0002978733502590854,7.72947318216637e-05,0.11534418436532937,4.4484184364428905e-05,1.3868516705517101e-05,0.01236440781211151,0.0003835134579546837,0.00022950800848156063,0.044485260288694095,0.00021963344669607087,3.601674199975431e-05,0.1058123779058846
2024,shire_20,303,0.1767578125,0.2333984375,0.0048828125,0.33663366336633666,0.10957004160887657,0.46864686468646866,0.13453536754507628,0.56353591160221,0.23843416370106763,201,102,0.10818478392009831,0.07371050350949143,0.15117995022026431,0.11145275152484596,0.05952562859542122,0.20060266931479048,0.12875886859110258,0.06159737394073958,0.3254108507648611,0.17665178307296897,0.10538841728968087,0.44581642870579696,0.06442293127273938,0.04356772437117759,0.22424344891800796,0.2067727635200356,0.1369970853692088,0.4055680947260587
