window,map,axis,rank,period_px,whitened_power,p_bonferroni,matches,harmonic_of,n_bins,n_strips
kwando,change_gradient,col,7,3.0940366972477062,30.47196823833798,7.85081286906293e-11,,window 64 px (h=23);window 128 px (h=45);window 128 px (h=46),1345,1
kwando,change_gradient,col,8,17.51948051948052,28.934996621226116,3.6510091204897237e-10,,window 32 px (h=2);window 64 px (h=4);window 128 px (h=8);window 256 px (h=16);window 512 px (h=32),1345,1
kwando,change_gradient,row,1,7.546641791044776,23.90877087977681,5.562564017618567e-08,,window 256 px (h=37),1345,1
kwando,change_gradient,row,2,4.406318082788671,23.300854292774634,1.0216210701895554e-07,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32),1345,1
kwando,change_gradient,row,3,5.879360465116278,22.91091132422739,1.5088286461523118e-07,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=47);window 256 px (h=48),1345,1
kwando,change_gradient,row,4,6.6202945990180035,22.01670338546953,3.6896867303513297e-07,,window 128 px (h=21);window 256 px (h=42);window 256 px (h=43),1345,1
kwando,change_gradient,row,5,3.1139337952270973,14.14514864181466,0.000967302440498127,,window 128 px (h=45),1345,1
kwando,change_gradient,row,6,5.870827285921624,11.035692675402924,0.021676135213386728,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=47);window 256 px (h=48),1345,1
kwando,change_gradient,row,7,6.598694942903751,10.592376959418667,0.03376847286064028,,window 128 px (h=21);window 256 px (h=42);window 256 px (h=43),1345,1
kwando,change_gradient,row,8,3.304738562091503,9.693217023326156,0.08298729698349903,,window 64 px (h=21);window 128 px (h=42);window 128 px (h=43),1345,1
kwando,worldcover_boundary,col,1,33.446280991735534,12.093873284968454,0.0075234987272708815,,window 512 px (h=17),1345,1
kwando,worldcover_boundary,col,2,3.4738197424892707,7.90414585423608,0.4965870109552318,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=40);window 128 px (h=41),1345,1
kwando,worldcover_boundary,col,3,4.432639649507119,6.310199750235948,1.0,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32),1345,1
kwando,worldcover_boundary,col,4,12.189759036144578,5.249129761288551,1.0,,window 256 px (h=23);window 512 px (h=46),1345,1
kwando,worldcover_boundary,col,5,3.979351032448377,5.1968376610909655,1.0,,window 128 px (h=35),1345,1
kwando,worldcover_boundary,col,6,3.317213114754098,5.195628983457902,1.0,,window 64 px (h=21);window 128 px (h=42);window 128 px (h=43),1345,1
kwando,worldcover_boundary,col,7,3.159250585480094,5.177717158551416,1.0,,window 32 px (h=11);window 64 px (h=22);window 128 px (h=44);window 128 px (h=45),1345,1
kwando,worldcover_boundary,col,8,5.764957264957264,4.811176726270669,1.0,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=48);warp duplication beat (h=2),1345,1
kwando,worldcover_boundary,row,1,3.776844070961718,6.290045292199392,1.0,,window 128 px (h=37);warp duplication beat (h=3),1345,1
kwando,worldcover_boundary,row,2,5.037359900373598,6.209536234925928,1.0,,window 32 px (h=7);window 64 px (h=14);window 128 px (h=28),1345,1
kwando,worldcover_boundary,row,3,3.6739327883742052,6.141258697490375,1.0,,window 64 px (h=19);window 128 px (h=38),1345,1
kwando,worldcover_boundary,row,4,12.800632911392404,6.091864091077094,1.0,,window 128 px (h=11);window 256 px (h=22);window 512 px (h=43);window 512 px (h=44),1345,1
kwando,worldcover_boundary,row,5,5.107323232323232,5.918622238507838,1.0,,window 32 px (h=7);window 64 px (h=14);window 128 px (h=27);window 128 px (h=28),1345,1
kwando,worldcover_boundary,row,6,3.6310592459605027,5.832627031460644,1.0,,window 64 px (h=19);window 128 px (h=38);window 128 px (h=39),1345,1
kwando,worldcover_boundary,row,7,7.617702448210922,5.81444212237241,1.0,,window 256 px (h=37),1345,1
kwando,worldcover_boundary,row,8,42.135416666666664,5.772743668526087,1.0,,,1345,1
barotse,class_boundary,col,1,4.336898395721925,327.787505887505,5.934509760000943e-140,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32);warp duplication beat (h=3),1348,1
barotse,class_boundary,col,2,5.784593437945793,307.0189262540456,6.209610792381957e-131,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=48),1348,1
barotse,class_boundary,col,3,7.426739926739927,187.0755019482819,7.652999708360902e-79,,window 128 px (h=19);window 256 px (h=37);window 256 px (h=38),1348,1
barotse,class_boundary,col,4,26.161290322580648,129.49873691933797,7.74645557672726e-54,,window 512 px (h=21),1348,1
barotse,class_boundary,col,5,17.32905982905983,125.11297873936125,6.220332661028203e-52,,window 32 px (h=2);window 64 px (h=4);window 128 px (h=8);window 256 px (h=16);window 512 px (h=32),1348,1
barotse,class_boundary,col,6,8.683083511777301,118.32764633187492,5.503589503181133e-49,2 patches 8 px,window 32 px (h=4);window 64 px (h=8);window 128 px (h=16);window 256 px (h=32),1348,1
barotse,class_boundary,col,7,5.198717948717949,91.4553894161907,2.5770267607146112e-37,,window 128 px (h=27),1348,1
barotse,class_boundary,col,8,3.720183486238532,91.38147380403223,2.774725790882905e-37,,window 64 px (h=19);window 128 px (h=37);window 128 px (h=38),1348,1
barotse,class_boundary,row,1,4.364908503767492,523.246511858033,7.702241243563746e-225,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32),1348,1
barotse,class_boundary,row,2,5.8177905308464855,402.74895265667107,1.6521221776462612e-172,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=47);window 256 px (h=48),1348,1
barotse,class_boundary,row,3,17.47844827586207,246.80270214949184,8.803152591436754e-105,,window 32 px (h=2);window 64 px (h=4);window 128 px (h=8);window 256 px (h=16);window 512 px (h=32),1348,1
barotse,class_boundary,row,4,8.720430107526882,221.21980667310828,1.135399154190609e-93,2 patches 8 px,window 32 px (h=4);window 64 px (h=8);window 128 px (h=16);window 256 px (h=32),1348,1
barotse,class_boundary,row,5,3.492678725236865,191.25505584918616,1.171317146453601e-80,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=39);window 128 px (h=40),1348,1
barotse,class_boundary,row,6,8.739224137931036,158.36052784709113,2.262489106985128e-66,2 patches 8 px,window 32 px (h=4);window 64 px (h=8);window 128 px (h=16);window 256 px (h=32),1348,1
barotse,class_boundary,row,7,4.764982373678026,122.97121769493475,5.296251675072777e-51,,window 128 px (h=29),1348,1
barotse,class_boundary,row,8,6.550888529886915,116.48609561094428,3.470734157136243e-48,,window 128 px (h=21);window 256 px (h=42);window 256 px (h=43),1348,1
barotse,change_gradient,col,1,4.336898395721925,347.3427270441856,1.9083595723970725e-148,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32);warp duplication beat (h=3),1348,1
barotse,change_gradient,col,2,4.341541755888651,137.96629546239043,1.62813002079165e-57,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32);warp duplication beat (h=3),1348,1
barotse,change_gradient,col,3,3.4687767322497867,130.66573959494596,2.411460831958278e-54,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=40),1348,1
barotse,change_gradient,col,4,4.332264957264957,117.16366159429069,1.7626179243448084e-48,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32);warp duplication beat (h=3),1348,1
barotse,change_gradient,col,5,3.471746575342466,81.48746287337664,5.497109930218358e-33,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=40),1348,1
barotse,change_gradient,col,6,5.784593437945793,75.70958918200027,1.7759596048481126e-30,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=48),1348,1
barotse,change_gradient,col,7,17.32905982905983,40.54021645398881,3.336549644261594e-15,,window 32 px (h=2);window 64 px (h=4);window 128 px (h=8);window 256 px (h=16);window 512 px (h=32),1348,1
barotse,change_gradient,col,8,7.426739926739927,39.02981790200702,1.510968281558829e-14,,window 128 px (h=19);window 256 px (h=37);window 256 px (h=38),1348,1
barotse,change_gradient,row,1,4.364908503767492,422.6772324057757,3.658476184255313e-181,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32),1348,1
barotse,change_gradient,row,2,4.026812313803377,87.44355655086046,1.4237567765309813e-35,,window 64 px (h=17);window 128 px (h=34);window 128 px (h=35),1348,1
barotse,change_gradient,row,3,3.0813069908814588,70.38051668154296,3.662856156689446e-28,,window 128 px (h=45),1348,1
barotse,change_gradient,row,4,3.489672977624785,68.90445662044162,1.6027456372958061e-27,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=39);window 128 px (h=40),1348,1
barotse,change_gradient,row,5,5.8177905308464855,67.14606206897474,9.300914543515274e-27,,window 32 px (h=6);window 64 px (h=12);window 128 px (h=24);window 256 px (h=47);window 256 px (h=48),1348,1
barotse,change_gradient,row,6,3.492678725236865,56.93368609521768,2.533402452474713e-22,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=39);window 128 px (h=40),1348,1
barotse,change_gradient,row,7,4.360215053763441,48.53764651158079,1.1221679161429355e-18,encoder patch 4 px,2 patches 8 px (h=2);window 32 px (h=8);window 64 px (h=16);window 128 px (h=32),1348,1
barotse,change_gradient,row,8,6.550888529886915,39.45355786736217,9.890708875192397e-15,,window 128 px (h=21);window 256 px (h=42);window 256 px (h=43),1348,1
barotse,worldcover_boundary,col,1,13.080645161290324,9.22757097609458,0.13249721076305143,,window 256 px (h=21);window 512 px (h=42);window 512 px (h=43),1348,1
barotse,worldcover_boundary,col,2,27.96551724137931,7.687360075851935,0.6181755598870479,,window 128 px (h=5);window 256 px (h=10);window 512 px (h=20),1348,1
barotse,worldcover_boundary,col,3,3.4075630252100844,6.762003674945738,1.0,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=40);window 128 px (h=41),1348,1
barotse,worldcover_boundary,col,4,10.929919137466307,5.920564447106487,1.0,,window 256 px (h=25),1348,1
barotse,worldcover_boundary,col,5,3.471746575342466,5.379766919500294,1.0,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=40),1348,1
barotse,worldcover_boundary,col,6,3.3102040816326532,5.317753985554469,1.0,,window 64 px (h=21);window 128 px (h=42),1348,1
barotse,worldcover_boundary,col,7,4.810201660735468,4.976278756116685,1.0,,window 128 px (h=29),1348,1
barotse,worldcover_boundary,col,8,9.771084337349398,4.901732815997639,1.0,,window 64 px (h=7);window 128 px (h=14);window 256 px (h=28),1348,1
barotse,worldcover_boundary,row,1,5.239018087855297,7.4558422162010105,0.7792176116190294,,window 64 px (h=13);window 128 px (h=26);window 128 px (h=27),1348,1
barotse,worldcover_boundary,row,2,3.4393553859202712,6.380836821499538,1.0,,window 32 px (h=10);window 64 px (h=20);window 128 px (h=40);window 128 px (h=41),1348,1
barotse,worldcover_boundary,row,3,30.26119402985075,6.073420171799687,1.0,,window 256 px (h=9);window 512 px (h=18),1348,1
barotse,worldcover_boundary,row,4,12.914012738853504,6.0552006792389035,1.0,warp duplication beat,window 512 px (h=43),1348,1
barotse,worldcover_boundary,row,5,3.9407191448007772,5.990674923917013,1.0,,window 128 px (h=35),1348,1
barotse,worldcover_boundary,row,6,11.787790697674419,5.981058657943397,1.0,,window 32 px (h=3);window 64 px (h=6);window 128 px (h=12);window 256 px (h=24);window 512 px (h=47);window 512 px (h=48),1348,1
barotse,worldcover_boundary,row,7,3.6531531531531534,5.898459485493742,1.0,,window 64 px (h=19);window 128 px (h=38),1348,1
barotse,worldcover_boundary,row,8,3.1192307692307693,5.711060470457341,1.0,,window 32 px (h=11);window 64 px (h=22);window 128 px (h=44);window 128 px (h=45),1348,1
