part,unit,n_patches,n_errors,signal,aurc,eaurc,mean_value,gain_vs_confidence,gain_vs_tile-phase,gain_vs_boundary,gain_vs_control,bank_scenes,primary_used,spearman_vs_confidence,spearman_vs_tile-phase,spearman_vs_boundary,spearman_vs_control,head_acc,n_tiles_scored,W/L_vs_confidence,sign_p_vs_confidence,W/L_vs_tile-phase,sign_p_vs_tile-phase,W/L_vs_boundary,sign_p_vs_boundary,W/L_vs_control,sign_p_vs_control
A,kafue_20,1024,78,contradiction (pixel-statistics neighbours),0.006012280537879428,0.0029974218907917287,0.092437744140625,0.010494377007546664,0.0020516996798739884,0.00687149972434626,0.023098251907578946,28,contradiction (AnySat local neighbours),0.2771495109596195,0.5937004502305406,0.6326059771197459,0.633570338742093,,,,,,,,,,
A,kafue_20,1024,78,contradiction (AnySat local neighbours),0.014971401736677412,0.011956543089589714,0.174285888671875,0.0015352558087486784,-0.006907421518923997,-0.0020876214744517257,0.01413913070878096,28,contradiction (AnySat local neighbours),0.5863142665147832,0.4539239221973061,0.24365780524170785,0.1818538321910284,,,,,,,,,,
A,kafue_20,1024,78,entropy (AnySat local neighbours),0.02448759580913889,0.02147273716205119,0.3147822511842351,-0.007980938263712798,-0.016423615591385474,-0.011603815546913202,0.004622936636319484,28,contradiction (AnySat local neighbours),0.5322444600159982,0.41904896384766155,0.2160562798328362,0.21251428160882624,,,,,,,,,,
A,kafue_20,1024,78,"contradiction (AnySat context neighbours, secondary)",0.012917247320188133,0.009902388673100435,0.1856689453125,0.003589410225237958,-0.0048532671024347175,-3.346705796244617e-05,0.01619328512527024,28,contradiction (AnySat local neighbours),-0.07197268131848784,0.2216621519738508,0.3380640596460949,0.34448803577504955,,,,,,,,,,
A,kafue_20,1024,78,combination conf+AnySat contradiction (prereg),0.012226324793126936,0.009211466146039238,0.5,0.004280332752299155,-0.004162344575373521,0.0006574554690987507,0.016884207652331437,28,contradiction (AnySat local neighbours),0.9092978600299025,0.6275355246328806,0.3277716298637606,0.1666651900531159,,,,,,,,,,
A,kafue_20,1024,78,weighted 0.75 conf + 0.25 contradiction (secondary),0.01350599426665395,0.010491135619566251,0.5,0.0030006632787721414,-0.005442014048900534,-0.0006222140044282627,0.015604538178804424,28,contradiction (AnySat local neighbours),0.9797782427088003,0.6636457658813552,0.35376753116852966,0.15406685088563973,,,,,,,,,,
A,kafue_50,1024,48,confidence (baseline),0.024110653216123233,0.022971559703319502,-10.1050386428833,0.0,-0.02139286917875906,-0.021235460261514558,-0.014164213146709171,28,contradiction (AnySat local neighbours),,,,,,,,,,,,,,
A,kafue_50,1024,48,tile-phase (aligned),0.0027177840373641703,0.0015786905245604404,0.032001282146940965,0.02139286917875906,0.0,0.00015740891724450338,0.0072286560320498905,28,contradiction (AnySat local neighbours),,,,,,,,,,,,,,
A,kafue_50,1024,48,boundary indicator,0.0028751929546086737,0.0017360994418049438,0.06689453125,0.021235460261514558,-0.00015740891724450338,0.0,0.0070712471148053875,28,contradiction (AnySat local neighbours),,,,,,,,,,,,,,
A,kafue_50,1024,48,control NDWI gradient,0.00994644006941406,0.008807346556610331,0.02412743115842815,0.014164213146709171,-0.0072286560320498905,-0.0070712471148053875,0.0,28,contradiction (AnySat local neighbours),,,,,,,,,,,,,,
